UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
8144,M02144,M,300.7,310.6,1818,38.9,112,0,No Failure
8145,M02145,M,300.8,310.7,1804,38.0,120,0,No Failure
8146,M02146,M,300.8,310.9,1785,37.1,129,0,No Failure
8147,M02147,M,300.8,310.9,1754,36.2,138,0,No Failure
8148,M02148,M,300.7,311.0,1718,35.5,146,0,No Failure
8149,M02149,M,300.7,311.0,1672,35.1,155,0,No Failure
8150,M02150,M,300.6,311.0,1617,35.1,164,0,No Failure
8151,M02151,M,300.5,310.9,1549,35.9,172,0,No Failure
8152,M02152,M,300.5,310.9,1487,36.8,180,0,No Failure
8153,M02153,M,300.5,310.9,1410,38.5,188,0,No Failure
8154,M02154,M,300.5,310.8,1326,40.9,196,0,No Failure
8155,M02155,M,300.5,310.8,1236,43.1,203,0,No Failure
8156,M02156,M,300.6,311.5,1746,37.5,1,0,No Failure
8157,M02157,M,300.6,311.6,1680,38.1,10,0,No Failure
8158,M02158,M,300.6,311.5,1617,39.0,19,0,No Failure
8159,M02159,M,300.6,311.4,1554,40.0,29,0,No Failure
8160,M02160,M,300.5,311.2,1493,40.8,39,0,No Failure
8161,M02161,M,300.4,310.9,1436,41.5,48,0,No Failure
8162,M02162,M,300.3,310.7,1395,42.2,58,0,No Failure
8163,M02163,M,300.2,310.4,1360,43.0,67,0,No Failure
8164,M02164,M,300.1,310.2,1319,43.5,75,0,No Failure
8165,M02165,M,300.0,310.1,1289,43.9,82,0,No Failure
8166,M02166,M,300.0,310.0,1266,44.5,88,0,No Failure
8167,M02167,M,300.1,310.0,1252,44.8,94,0,No Failure
8168,M02168,M,300.1,310.1,1239,44.9,99,0,No Failure
8169,M02169,M,300.2,310.3,1241,44.9,104,0,No Failure
8170,M02170,M,300.4,310.4,1243,45.0,109,0,No Failure
8171,M02171,M,300.5,310.5,1252,44.3,115,0,No Failure
8172,M02172,M,300.5,310.6,1272,44.1,121,0,No Failure
8173,M02173,M,300.6,310.7,1293,44.0,128,0,No Failure
8174,M02174,M,300.6,310.6,1313,43.7,135,0,No Failure
8175,M02175,M,300.5,310.6,1349,43.3,143,0,No Failure
8176,M02176,M,300.5,310.6,1383,42.8,151,0,No Failure
8177,M02177,M,300.5,310.5,1426,42.4,158,0,No Failure
8178,M02178,M,300.5,310.5,1459,42.1,166,0,No Failure
8179,M02179,M,300.6,310.6,1484,42.8,172,0,No Failure
8180,M02180,M,301.0,310.7,1470,44.8,179,0,No Failure
8181,M02181,M,301.7,310.8,1413,48.2,185,0,No Failure
8182,M02182,M,302.5,311.0,1340,52.3,192,0,No Failure
8183,M02183,M,302.9,311.2,1330,53.7,200,1,Heat Dissipation Failure
8184,M02184,M,302.7,311.3,1491,49.2,210,0,No Failure
8185,M02185,M,302.1,311.4,1788,39.8,221,0,No Failure
8186,M02186,M,301.4,310.1,1931,29.3,0,0,No Failure
8187,M02187,M,301.4,310.2,2398,17.4,11,0,No Failure
8188,M02188,M,301.5,310.4,2639,12.0,21,1,Power Failure
8189,M02189,M,301.4,310.7,2564,15.1,31,0,No Failure
8190,M02190,M,301.2,311.0,2241,24.1,40,0,No Failure
8191,M02191,M,301.0,311.2,1891,33.1,49,0,No Failure
8192,M02192,M,300.8,311.3,1621,39.3,57,0,No Failure
8193,M02193,M,300.7,311.3,1437,42.6,65,0,No Failure
8194,M02194,M,300.5,311.2,1338,43.9,73,0,No Failure
8195,M02195,M,300.4,311.1,1315,43.8,80,0,No Failure
8196,M02196,M,300.3,311.0,1371,42.8,87,0,No Failure
8197,M02197,M,300.2,310.9,1474,40.8,95,0,No Failure
8198,M02198,M,300.1,310.9,1599,38.8,104,0,No Failure
8199,M02199,M,300.0,310.9,1704,37.1,114,0,No Failure
8200,M02200,M,300.0,310.9,1761,36.5,124,0,No Failure
8201,M02201,M,300.0,310.8,1749,36.9,134,0,No Failure
8202,M02202,M,300.0,310.8,1671,38.3,145,0,No Failure
8203,M02203,M,300.1,310.7,1564,40.6,155,0,No Failure
8204,M02204,M,300.1,310.5,1459,42.5,165,0,No Failure
8205,M02205,M,300.1,310.3,1376,44.6,173,0,No Failure
8206,M02206,M,300.1,310.2,1355,44.6,180,0,No Failure
8207,M02207,M,300.2,310.2,1394,43.2,186,0,No Failure
8208,M02208,M,300.2,310.2,1466,41.6,193,0,No Failure
8209,M02209,M,300.3,310.3,1573,39.7,201,0,No Failure
8210,M02210,M,300.6,311.1,1753,37.8,3,0,No Failure
8211,M02211,M,300.5,311.1,1676,39.6,11,0,No Failure
8212,M02212,M,300.5,311.1,1600,41.7,18,0,No Failure
8213,M02213,M,300.4,311.1,1530,42.9,24,0,No Failure
8214,M02214,M,300.4,311.0,1461,43.9,30,0,No Failure
8215,M02215,M,300.3,310.9,1402,45.3,36,0,No Failure
8216,M02216,M,300.3,310.9,1353,46.0,42,0,No Failure
8217,M02217,M,300.2,310.8,1316,46.2,48,0,No Failure
8218,M02218,M,300.2,310.8,1288,46.6,54,0,No Failure
8219,M02219,M,300.2,310.8,1267,46.2,60,0,No Failure
8220,M02220,M,300.2,310.8,1261,46.0,66,0,No Failure
8221,M02221,M,300.2,310.9,1266,45.4,72,0,No Failure
8222,M02222,M,300.2,311.0,1271,44.7,78,0,No Failure
8223,M02223,M,300.2,311.0,1291,44.0,85,0,No Failure
8224,M02224,M,300.2,311.1,1322,43.4,92,0,No Failure
8225,M02225,M,300.2,311.1,1356,42.7,100,0,No Failure
8226,M02226,M,300.1,311.1,1393,41.8,108,0,No Failure
8227,M02227,M,300.1,311.1,1436,41.1,116,0,No Failure
8228,M02228,M,300.1,311.1,1480,40.1,124,0,No Failure
8229,M02229,M,300.1,311.0,1516,39.1,133,0,No Failure
8230,M02230,M,300.0,310.9,1547,38.2,141,0,No Failure
8231,M02231,M,300.1,310.8,1580,37.5,149,0,No Failure
8232,M02232,M,300.1,310.7,1613,36.8,157,0,No Failure
8233,M02233,M,300.2,310.6,1637,36.1,164,0,No Failure
8234,M02234,M,300.3,310.6,1669,35.5,170,0,No Failure
8235,M02235,M,300.3,310.7,1699,35.2,177,0,No Failure
8236,M02236,M,300.4,310.8,1718,34.4,183,0,No Failure
8237,M02237,M,300.4,310.9,1736,33.2,190,0,No Failure
8238,M02238,M,300.3,311.0,1721,32.1,197,0,No Failure
8239,M02239,M,300.1,311.3,1687,30.4,206,0,No Failure
8240,M02240,M,300.0,311.4,1692,29.0,216,1,Tool Wear Failure
8241,M02241,M,299.9,311.7,1604,34.3,1,0,No Failure
8242,M02242,M,300.1,311.5,1574,37.2,8,0,No Failure
8243,M02243,M,300.2,311.3,1530,39.2,16,0,No Failure
8244,M02244,M,300.3,311.2,1471,40.2,25,0,No Failure
8245,M02245,M,300.3,311.1,1417,40.7,33,0,No Failure
8246,M02246,M,300.3,311.0,1367,41.0,41,0,No Failure
8247,M02247,M,300.3,311.1,1330,41.1,47,0,No Failure
8248,M02248,M,300.4,311.1,1312,40.8,52,0,No Failure
8249,M02249,M,300.4,311.2,1308,40.9,56,0,No Failure
8250,M02250,M,300.5,311.2,1307,40.8,59,0,No Failure
8251,M02251,M,300.5,311.2,1341,41.1,62,0,No Failure
8252,M02252,M,300.5,311.1,1363,40.7,66,0,No Failure
8253,M02253,M,300.4,310.9,1401,40.9,73,0,No Failure
8254,M02254,M,300.3,310.7,1448,40.8,82,0,No Failure
8255,M02255,M,300.2,310.6,1499,40.5,94,0,No Failure
8256,M02256,M,300.1,310.5,1539,40.3,108,0,No Failure
8257,M02257,M,300.0,310.5,1570,39.4,124,0,No Failure
8258,M02258,M,300.0,310.7,1601,38.7,140,0,No Failure
8259,M02259,M,300.0,310.9,1636,38.0,155,0,No Failure
8260,M02260,M,300.1,311.1,1665,37.5,169,0,No Failure
8261,M02261,M,300.1,311.3,1703,37.2,182,0,No Failure
8262,M02262,M,300.2,311.5,1732,37.1,192,0,No Failure
8263,M02263,M,300.3,311.5,1767,37.5,202,0,No Failure
8264,M02264,M,300.3,311.5,1802,37.8,209,0,No Failure
8265,M02265,M,300.0,310.5,1552,40.4,3,0,No Failure
8266,M02266,M,300.0,310.6,1654,38.9,15,0,No Failure
8267,M02267,M,300.1,310.8,1744,37.5,27,0,No Failure
8268,M02268,M,300.2,311.0,1807,36.8,39,0,No Failure
8269,M02269,M,300.3,311.1,1820,36.5,50,0,No Failure
8270,M02270,M,300.4,311.3,1783,36.9,62,0,No Failure
8271,M02271,M,300.5,311.4,1701,38.1,73,0,No Failure
8272,M02272,M,300.5,311.4,1601,39.0,84,0,No Failure
8273,M02273,M,300.5,311.4,1488,40.1,93,0,No Failure
8274,M02274,M,300.5,311.4,1390,41.3,101,0,No Failure
8275,M02275,M,300.5,311.4,1331,42.1,108,0,No Failure
8276,M02276,M,300.5,311.4,1317,41.8,113,0,No Failure
8277,M02277,M,300.5,311.4,1359,41.0,119,0,No Failure
8278,M02278,M,300.5,311.4,1434,39.8,124,0,No Failure
8279,M02279,M,300.5,311.5,1537,38.6,129,0,No Failure
8280,M02280,M,300.5,311.6,1643,37.1,134,0,No Failure
8281,M02281,M,300.5,311.6,1731,36.1,140,0,No Failure
8282,M02282,M,300.4,311.7,1772,36.1,146,0,No Failure
8283,M02283,M,300.4,311.7,1769,36.4,153,0,No Failure
8284,M02284,M,300.3,311.6,1721,37.4,159,0,No Failure
8285,M02285,M,300.3,311.5,1633,39.1,166,0,No Failure
8286,M02286,M,300.2,311.3,1540,40.8,172,0,No Failure
8287,M02287,M,300.1,311.1,1449,42.5,177,0,No Failure
8288,M02288,M,300.0,310.9,1372,43.6,182,0,No Failure
8289,M02289,M,299.9,310.7,1338,44.2,186,0,No Failure
8290,M02290,M,299.9,310.5,1347,42.8,190,0,No Failure
8291,M02291,M,299.9,310.4,1394,41.3,194,0,No Failure
8292,M02292,M,299.9,310.4,1472,39.5,199,0,No Failure
8293,M02293,M,300.0,310.5,1558,37.0,205,0,No Failure
8294,M02294,M,300.6,311.7,1524,39.2,1,0,No Failure
8295,M02295,M,300.6,311.7,1636,38.1,8,0,No Failure
8296,M02296,M,300.5,311.6,1718,37.6,15,0,No Failure
8297,M02297,M,300.4,311.5,1764,37.5,23,0,No Failure
8298,M02298,M,300.3,311.4,1758,37.7,30,0,No Failure
8299,M02299,M,300.2,311.2,1705,38.7,38,0,No Failure
8300,M02300,M,300.2,311.1,1609,40.3,47,0,No Failure
8301,M02301,M,300.1,311.0,1495,41.5,57,0,No Failure
8302,M02302,M,300.1,310.9,1399,42.6,67,0,No Failure
8303,M02303,M,300.2,310.9,1341,43.5,78,0,No Failure
8304,M02304,M,300.2,310.9,1344,43.4,89,0,No Failure
8305,M02305,M,300.3,310.9,1400,42.7,101,0,No Failure
8306,M02306,M,300.3,310.9,1495,41.5,113,0,No Failure
8307,M02307,M,300.3,310.9,1593,40.1,124,0,No Failure
8308,M02308,M,300.3,310.9,1690,38.9,135,0,No Failure
8309,M02309,M,300.3,310.9,1753,38.0,145,0,No Failure
8310,M02310,M,300.2,311.0,1753,37.7,155,0,No Failure
8311,M02311,M,300.1,311.0,1706,38.2,164,0,No Failure
8312,M02312,M,300.1,311.0,1629,39.2,172,0,No Failure
8313,M02313,M,300.1,311.1,1532,40.1,180,0,No Failure
8314,M02314,M,300.2,311.3,1444,41.0,188,0,No Failure
8315,M02315,M,300.3,311.4,1408,40.9,195,0,No Failure
8316,M02316,M,300.4,311.5,1457,38.7,203,0,No Failure
8317,M02317,M,300.5,311.6,1641,32.6,211,0,No Failure
8318,M02318,M,300.6,311.7,1910,23.9,221,0,No Failure
8319,M02319,M,300.7,311.7,2097,18.9,232,1,Tool Wear Failure
8320,M02320,M,300.1,310.9,2161,22.5,1,0,No Failure
8321,M02321,M,300.0,310.8,1868,30.4,7,0,No Failure
8322,M02322,M,299.9,310.7,1641,36.4,16,0,No Failure
8323,M02323,M,299.9,310.7,1503,38.8,25,0,No Failure
8324,M02324,M,300.0,310.7,1420,39.9,36,0,No Failure
8325,M02325,M,300.1,310.8,1369,40.2,46,0,No Failure
8326,M02326,M,300.2,310.9,1336,40.9,56,0,No Failure
8327,M02327,M,300.3,310.9,1306,41.3,64,0,No Failure
8328,M02328,M,300.3,311.0,1292,41.5,71,0,No Failure
8329,M02329,M,300.3,311.2,1306,41.1,76,0,No Failure
8330,M02330,M,300.3,311.3,1329,40.5,81,0,No Failure
8331,M02331,M,300.3,311.4,1361,39.9,86,0,No Failure
8332,M02332,M,300.4,311.5,1410,39.1,91,0,No Failure
8333,M02333,M,300.4,311.6,1456,38.2,98,0,No Failure
8334,M02334,M,300.5,311.6,1497,37.5,106,0,No Failure
8335,M02335,M,300.6,311.7,1543,37.0,115,0,No Failure
8336,M02336,M,300.7,311.7,1585,37.0,125,0,No Failure
8337,M02337,M,300.7,311.7,1619,36.9,135,0,No Failure
8338,M02338,M,300.7,311.6,1654,37.0,145,0,No Failure
8339,M02339,M,300.6,311.5,1689,37.2,155,0,No Failure
8340,M02340,M,300.5,311.3,1720,36.7,165,0,No Failure
8341,M02341,M,300.3,311.2,1758,36.6,176,0,No Failure
8342,M02342,M,300.2,311.1,1797,36.5,187,0,No Failure
8343,M02343,M,300.0,310.9,1827,36.7,200,0,No Failure
8344,M02344,M,300.3,311.2,1796,38.0,0,0,No Failure
8345,M02345,M,300.3,310.8,1668,43.7,11,0,No Failure
8346,M02346,M,300.3,310.2,1554,51.2,22,0,No Failure
8347,M02347,M,300.5,309.6,1448,59.1,34,0,No Failure
8348,M02348,M,300.6,309.4,1367,63.2,45,1,Power Failure
8349,M02349,M,300.7,309.9,1311,60.7,55,0,No Failure
8350,M02350,M,300.7,310.7,1282,54.7,65,0,No Failure
8351,M02351,M,300.7,311.3,1274,48.8,72,0,No Failure
8352,M02352,M,300.7,311.6,1280,45.5,79,0,No Failure
8353,M02353,M,300.6,311.5,1307,43.7,86,0,No Failure
8354,M02354,M,300.5,311.2,1339,42.7,93,0,No Failure
8355,M02355,M,300.3,310.8,1399,41.9,103,0,No Failure
8356,M02356,M,300.1,310.5,1455,40.5,114,0,No Failure
8357,M02357,M,300.0,310.3,1512,38.9,127,0,No Failure
8358,M02358,M,299.9,310.3,1562,36.4,142,0,No Failure
8359,M02359,M,300.0,310.5,1602,34.1,156,0,No Failure
8360,M02360,M,300.1,310.7,1643,32.0,169,0,No Failure
8361,M02361,M,300.2,311.0,1650,31.0,180,0,No Failure
8362,M02362,M,300.3,311.4,1626,30.5,189,0,No Failure
8363,M02363,M,300.4,311.7,1563,31.6,199,0,No Failure
8364,M02364,M,300.4,311.8,1553,33.1,209,1,Tool Wear Failure
8365,M02365,M,300.3,311.7,1640,35.8,222,0,No Failure
8366,M02366,M,300.2,311.5,1286,43.8,2,0,No Failure
8367,M02367,M,300.1,311.2,1435,41.8,9,0,No Failure
8368,M02368,M,300.0,311.0,1531,39.7,19,0,No Failure
8369,M02369,M,299.9,310.7,1606,38.5,31,0,No Failure
8370,M02370,M,299.8,310.5,1667,38.2,44,0,No Failure
8371,M02371,M,299.8,310.4,1712,37.8,56,0,No Failure
8372,M02372,M,299.9,310.4,1758,38.2,67,0,No Failure
8373,M02373,M,300.0,310.7,1791,38.3,76,0,No Failure
8374,M02374,M,300.2,311.0,1810,37.8,84,0,No Failure
8375,M02375,M,300.4,311.3,1810,36.9,93,0,No Failure
8376,M02376,M,300.5,311.5,1804,36.5,102,0,No Failure
8377,M02377,M,300.6,311.6,1787,35.8,113,0,No Failure
8378,M02378,M,300.7,311.6,1763,35.2,127,0,No Failure
8379,M02379,M,300.6,311.5,1725,35.5,142,0,No Failure
8380,M02380,M,300.5,311.4,1674,35.9,158,0,No Failure
8381,M02381,M,300.4,311.2,1618,37.2,171,0,No Failure
8382,M02382,M,300.3,311.2,1561,38.5,181,0,No Failure
8383,M02383,M,300.2,311.2,1502,40.0,189,0,No Failure
8384,M02384,M,300.2,311.3,1451,41.5,195,0,No Failure
8385,M02385,M,300.2,311.4,1399,43.4,203,0,No Failure
8386,M02386,M,300.1,311.3,1352,45.1,214,0,No Failure
8387,M02387,M,300.4,311.0,1540,41.1,3,0,No Failure
8388,M02388,M,300.3,311.1,1620,38.3,11,0,No Failure
8389,M02389,M,300.3,311.1,1677,35.8,20,0,No Failure
8390,M02390,M,300.2,311.2,1718,34.4,31,0,No Failure
8391,M02391,M,300.2,311.4,1721,34.0,42,0,No Failure
8392,M02392,M,300.2,311.5,1673,34.5,53,0,No Failure
8393,M02393,M,300.2,311.5,1596,36.1,64,0,No Failure
8394,M02394,M,300.2,311.5,1517,38.2,75,0,No Failure
8395,M02395,M,300.2,311.4,1454,40.2,85,0,No Failure
8396,M02396,M,300.1,311.2,1404,41.7,93,0,No Failure
8397,M02397,M,300.0,311.0,1398,41.7,101,0,No Failure
8398,M02398,M,299.9,310.7,1441,40.9,109,0,No Failure
8399,M02399,M,299.7,310.5,1521,39.4,116,0,No Failure
8400,M02400,M,299.6,310.4,1601,37.7,125,0,No Failure
8401,M02401,M,299.6,310.3,1671,36.4,135,0,No Failure
8402,M02402,M,299.6,310.3,1712,35.3,146,0,No Failure
8403,M02403,M,299.6,310.4,1717,35.7,157,0,No Failure
8404,M02404,M,299.7,310.6,1684,36.6,168,0,No Failure
8405,M02405,M,299.9,310.8,1606,40.2,179,0,No Failure
8406,M02406,M,300.1,310.9,1496,46.8,189,0,No Failure
8407,M02407,M,300.3,311.0,1364,56.1,197,0,No Failure
8408,M02408,M,300.5,311.1,1296,61.3,202,1,Overstrain Failure
8409,M02409,M,300.5,311.1,1324,56.8,207,0,No Failure
8410,M02410,M,300.5,311.1,1415,47.8,211,0,No Failure
8411,M02411,M,300.5,311.1,1513,41.6,215,0,No Failure
8412,M02412,M,300.4,311.0,1591,38.3,219,0,No Failure
8413,M02413,M,299.9,310.7,1271,43.2,2,0,No Failure
8414,M02414,M,299.7,310.4,1474,41.3,17,0,No Failure
8415,M02415,M,299.6,310.3,1653,39.2,29,0,No Failure
8416,M02416,M,299.7,310.3,1771,38.0,38,0,No Failure
8417,M02417,M,299.8,310.4,1834,37.6,45,0,No Failure
8418,M02418,M,299.8,310.6,1863,37.3,52,0,No Failure
8419,M02419,M,299.8,310.8,1878,37.5,60,0,No Failure
8420,M02420,M,299.8,310.9,1880,37.3,72,0,No Failure
8421,M02421,M,299.8,310.9,1874,37.3,88,0,No Failure
8422,M02422,M,299.8,311.0,1851,37.3,111,0,No Failure
8423,M02423,M,300.0,311.0,1806,37.2,136,0,No Failure
8424,M02424,M,300.1,311.1,1742,37.8,160,0,No Failure
8425,M02425,M,300.2,311.1,1655,38.7,177,0,No Failure
8426,M02426,M,300.2,311.1,1539,39.6,188,0,No Failure
8427,M02427,M,300.1,310.9,1395,41.0,196,0,No Failure
8428,M02428,M,299.8,310.7,1236,43.1,209,0,No Failure
8429,M02429,M,299.4,310.0,1424,40.1,0,0,No Failure
8430,M02430,M,299.4,310.1,1478,37.4,11,0,No Failure
8431,M02431,M,299.5,310.2,1533,35.0,25,0,No Failure
8432,M02432,M,299.6,310.3,1578,33.2,39,0,No Failure
8433,M02433,M,299.7,310.6,1617,32.5,54,0,No Failure
8434,M02434,M,299.8,310.8,1661,32.3,67,0,No Failure
8435,M02435,M,299.9,311.1,1682,32.7,77,0,No Failure
8436,M02436,M,300.0,311.3,1704,33.3,85,0,No Failure
8437,M02437,M,299.9,311.4,1718,33.2,91,0,No Failure
8438,M02438,M,299.8,311.3,1723,33.4,97,0,No Failure
8439,M02439,M,299.7,311.1,1724,33.3,105,0,No Failure
8440,M02440,M,299.6,310.8,1714,33.0,116,0,No Failure
8441,M02441,M,299.5,310.5,1689,33.6,131,0,No Failure
8442,M02442,M,299.5,310.3,1662,34.5,148,0,No Failure
8443,M02443,M,299.5,310.1,1632,36.0,165,0,No Failure
8444,M02444,M,299.5,310.1,1595,37.5,180,0,No Failure
8445,M02445,M,299.5,310.1,1558,39.5,191,0,No Failure
8446,M02446,M,299.6,310.3,1517,41.1,199,0,No Failure
8447,M02447,M,299.9,310.7,1466,43.8,205,0,No Failure
8448,M02448,M,300.2,311.4,1419,46.1,212,0,No Failure
8449,M02449,M,300.3,311.7,1374,47.9,222,1,Tool Wear Failure
8450,M02450,M,299.6,311.3,1651,40.0,4,0,No Failure
8451,M02451,M,299.3,310.8,1603,40.4,11,0,No Failure
8452,M02452,M,299.3,310.6,1555,40.8,21,0,No Failure
8453,M02453,M,299.3,310.6,1499,41.9,32,0,No Failure
8454,M02454,M,299.5,310.6,1449,42.4,44,0,No Failure
8455,M02455,M,299.5,310.6,1409,43.4,56,0,No Failure
8456,M02456,M,299.6,310.5,1367,44.1,67,0,No Failure
8457,M02457,M,299.5,310.3,1343,44.3,77,0,No Failure
8458,M02458,M,299.5,310.2,1330,44.3,85,0,No Failure
8459,M02459,M,299.4,310.1,1325,44.2,94,0,No Failure
8460,M02460,M,299.4,310.1,1327,43.5,102,0,No Failure
8461,M02461,M,299.4,310.1,1338,43.2,112,0,No Failure
8462,M02462,M,299.5,310.2,1356,42.5,125,0,No Failure
8463,M02463,M,299.5,310.3,1378,41.4,138,0,No Failure
8464,M02464,M,299.5,310.4,1424,40.4,153,0,No Failure
8465,M02465,M,299.5,310.4,1461,39.4,168,0,No Failure
8466,M02466,M,299.4,310.3,1511,38.4,181,0,No Failure
8467,M02467,M,299.2,310.1,1557,37.6,192,0,No Failure
8468,M02468,M,299.1,310.0,1606,37.0,201,0,No Failure
8469,M02469,M,298.9,309.9,1637,36.5,207,0,No Failure
8470,M02470,M,298.9,309.9,1682,36.5,213,0,No Failure
8471,M02471,M,298.9,310.0,1728,36.7,218,0,No Failure
8472,M02472,M,298.9,309.7,1282,42.5,3,0,No Failure
8473,M02473,M,298.9,309.7,1381,41.1,11,0,No Failure
8474,M02474,M,299.0,309.7,1470,39.3,21,0,No Failure
8475,M02475,M,299.1,309.7,1548,37.5,31,0,No Failure
8476,M02476,M,299.1,309.7,1620,36.6,42,0,No Failure
8477,M02477,M,299.2,309.7,1674,36.2,53,0,No Failure
8478,M02478,M,299.3,309.8,1718,35.7,65,0,No Failure
8479,M02479,M,299.3,309.8,1739,35.6,75,0,No Failure
8480,M02480,M,299.3,309.9,1760,35.6,85,0,No Failure
8481,M02481,M,299.3,309.9,1780,35.6,93,0,No Failure
8482,M02482,M,299.2,310.0,1794,35.8,100,0,No Failure
8483,M02483,M,299.1,310.0,1798,36.3,106,0,No Failure
8484,M02484,M,299.0,310.1,1803,36.9,111,0,No Failure
8485,M02485,M,298.9,310.1,1806,37.4,115,0,No Failure
8486,M02486,M,298.8,310.1,1809,37.8,119,0,No Failure
8487,M02487,M,298.8,310.1,1803,38.4,122,0,No Failure
8488,M02488,M,298.8,310.1,1790,38.4,125,0,No Failure
8489,M02489,M,298.8,310.0,1787,38.8,129,0,No Failure
8490,M02490,M,298.8,310.0,1778,39.5,133,0,No Failure
8491,M02491,M,298.9,310.0,1756,39.6,137,0,No Failure
8492,M02492,M,298.9,310.0,1734,40.0,142,0,No Failure
8493,M02493,M,299.0,309.9,1708,40.5,148,0,No Failure
8494,M02494,M,299.0,309.9,1679,40.6,154,0,No Failure
8495,M02495,M,299.0,309.9,1629,41.6,160,0,No Failure
8496,M02496,M,299.0,309.9,1580,43.6,167,0,No Failure
8497,M02497,M,298.9,309.9,1515,49.4,174,0,No Failure
8498,M02498,M,298.9,310.0,1418,58.8,181,0,No Failure
8499,M02499,M,298.8,310.1,1323,68.9,188,0,No Failure
8500,M02500,M,298.8,310.1,1243,74.5,194,1,Power Failure
8501,M02501,M,298.8,310.0,1199,70.9,200,0,No Failure
8502,M02502,M,298.6,309.9,1349,61.5,2,0,No Failure
8503,M02503,M,298.6,309.9,1430,51.0,8,0,No Failure
8504,M02504,M,298.5,309.9,1509,44.3,17,0,No Failure
8505,M02505,M,298.5,309.8,1565,40.6,29,0,No Failure
8506,M02506,M,298.4,309.8,1617,38.7,41,0,No Failure
8507,M02507,M,298.4,309.7,1656,37.9,55,0,No Failure
8508,M02508,M,298.4,309.6,1699,37.5,68,0,No Failure
8509,M02509,M,298.4,309.5,1726,37.2,80,0,No Failure
8510,M02510,M,298.5,309.5,1750,36.9,91,0,No Failure
8511,M02511,M,298.6,309.5,1767,36.6,100,0,No Failure
8512,M02512,M,298.7,309.6,1774,36.4,109,0,No Failure
8513,M02513,M,298.8,309.6,1776,36.0,117,0,No Failure
8514,M02514,M,298.9,309.7,1761,36.1,125,0,No Failure
8515,M02515,M,299.0,309.7,1740,36.1,133,0,No Failure
8516,M02516,M,299.0,309.7,1715,36.5,142,0,No Failure
8517,M02517,M,299.0,309.6,1678,37.4,151,0,No Failure
8518,M02518,M,298.9,309.5,1643,38.8,159,0,No Failure
8519,M02519,M,298.9,309.4,1595,40.4,167,0,No Failure
8520,M02520,M,298.8,309.3,1547,41.7,174,0,No Failure
8521,M02521,M,298.8,309.3,1506,43.2,179,0,No Failure
8522,M02522,M,298.7,309.4,1460,44.6,183,0,No Failure
8523,M02523,M,298.7,309.5,1417,45.9,188,0,No Failure
8524,M02524,M,298.7,309.6,1381,46.1,192,0,No Failure
8525,M02525,M,298.6,309.7,1338,46.5,198,0,No Failure
8526,M02526,M,298.7,309.9,1410,41.9,2,0,No Failure
8527,M02527,M,298.6,309.9,1454,41.8,12,0,No Failure
8528,M02528,M,298.6,309.9,1513,42.1,22,0,No Failure
8529,M02529,M,298.6,309.8,1556,42.0,31,0,No Failure
8530,M02530,M,298.5,309.8,1599,41.4,40,0,No Failure
8531,M02531,M,298.6,309.7,1637,41.2,49,0,No Failure
8532,M02532,M,298.6,309.6,1680,40.4,57,0,No Failure
8533,M02533,M,298.6,309.4,1709,39.5,65,0,No Failure
8534,M02534,M,298.5,309.3,1725,38.7,72,0,No Failure
8535,M02535,M,298.5,309.1,1743,37.9,78,0,No Failure
8536,M02536,M,298.4,308.9,1749,37.1,84,0,No Failure
8537,M02537,M,298.3,308.7,1751,36.6,89,0,No Failure
8538,M02538,M,298.2,308.6,1742,36.1,94,0,No Failure
8539,M02539,M,298.1,308.5,1728,35.9,98,0,No Failure
8540,M02540,M,298.0,308.5,1716,36.4,102,0,No Failure
8541,M02541,M,297.9,308.5,1687,37.2,107,0,No Failure
8542,M02542,M,298.0,308.7,1646,38.4,112,0,No Failure
8543,M02543,M,298.0,308.9,1605,39.4,118,0,No Failure
8544,M02544,M,298.2,309.1,1571,41.2,125,0,No Failure
8545,M02545,M,298.3,309.3,1530,42.3,134,0,No Failure
8546,M02546,M,298.5,309.5,1490,43.4,146,0,No Failure
8547,M02547,M,298.6,309.7,1451,43.5,158,0,No Failure
8548,M02548,M,298.6,309.8,1409,43.3,171,0,No Failure
8549,M02549,M,298.7,309.9,1373,43.2,185,0,No Failure
8550,M02550,M,298.6,309.9,1334,42.4,199,0,No Failure
8551,M02551,M,298.1,309.4,1720,37.9,4,0,No Failure
8552,M02552,M,298.1,309.4,1647,39.0,12,0,No Failure
8553,M02553,M,298.1,309.4,1569,39.9,24,0,No Failure
8554,M02554,M,298.1,309.3,1509,40.4,39,0,No Failure
8555,M02555,M,298.1,309.3,1449,41.8,56,0,No Failure
8556,M02556,M,298.1,309.2,1408,44.1,74,0,No Failure
8557,M02557,M,298.2,309.1,1394,47.8,89,0,No Failure
8558,M02558,M,298.3,308.9,1400,53.1,102,0,No Failure
8559,M02559,M,298.4,308.8,1422,58.7,112,0,No Failure
8560,M02560,M,298.4,308.7,1421,60.7,119,1,Power Failure
8561,M02561,M,298.4,308.7,1396,58.1,123,0,No Failure
8562,M02562,M,298.4,308.8,1346,52.0,127,0,No Failure
8563,M02563,M,298.3,308.8,1314,46.1,132,0,No Failure
8564,M02564,M,298.1,308.7,1307,42.5,137,0,No Failure
